2023-06-05 12:05:33[ ERROR ]UserController: >>deleteUser用户删除测试失败
2023-06-05 12:05:33[ ERROR ]UserController: >>updateUser用户更新测试失败
2023-06-05 12:05:33[ INFO ]UserController: >>selectAll所有用户查询测试成功
2023-06-05 12:05:33[ INFO ]UserController: >>insertUser用户插入测试成功
2023-06-05 12:05:33[ INFO ]UserController: >>selectUser用户查询测试成功
2023-06-05 12:05:33[ INFO ]UserEntity: >>allArgsConstructor全参构造测试成功
2023-06-05 12:05:33[ INFO ]UserEntity: >>canEqual测试成功
2023-06-05 12:05:33[ INFO ]UserEntityMapper: >>login登录测试成功
2023-06-05 12:05:33[ INFO ]UserEntityMapper: >>selectUserIdByUsername用户查询测试成功
2023-06-05 12:05:33[ ERROR ]UserEntityMapper: >>deleteUser用户删除测试失败
2023-06-05 12:05:34[ ERROR ]UserEntityMapper: >>updateUser用户更新测试失败
2023-06-05 12:05:34[ INFO ]UserEntityMapper: >>selectAll所有用户查询测试成功
2023-06-05 12:05:34[ INFO ]UserEntityMapper: >>insertUser用户插入测试成功
2023-06-05 12:05:34[ INFO ]UserEntityMapper: >>selectUser用户查询测试成功
